,MONTH,LAT_0hr,LONG_0hr,STORM_SPEED_0hr,STORM_DIR_0hr,LAT_60hr,LONG_60hr,STORM_SPEED_60hr,STORM_DIR_60hr,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,mag_0hr,ang_0hr,mag_60hr,ang_60hr,dist_0hr,dist_60hr,EP,NI,SA,SI,SP,WP,34kn_pop_qz,34kn_asset_qz
975,10,8.55673,154.406,13,228,7.70409,142.377,16,292,1904272,10518792437.0,0,0.0,0,0.0,1861.139845123139,91.32061835849063,1514.4038895548915,90.95207516025265,0.3852957002121873,1.196779802443624,0,0,0,0,0,1,0,0
976,10,8.60502,-100.645,5,291,14.4498,-102.895,5,358,1910687,29761798288.0,752380,9738519202.0,102684,2035712502.0,1184.3922465956434,88.92585566135627,734.654188381671,88.93763527192051,7.885365917182154,3.355291912914286,1,0,0,0,0,0,0,0
977,10,9.0208,163.017,19,271,4.7647,149.417,12,259,3318751,76134297719.0,654481,10269945529.0,0,0.0,2773.245583245596,91.4223601876111,2339.561531829147,91.03041269114364,2.1540046444641274,1.9128284340238146,0,0,0,0,0,1,1,1
978,11,9.99907,91.2187,8,1,16.7301,89.4428,4,43,15625527,52922959769.0,2337060,8331771354.0,0,0.0,737.454882297376,91.23010418079262,872.1657339823342,88.57221827911762,1.2807619955831056,4.446255814280259,0,1,0,0,0,0,1,1
979,11,12.2558,152.271,15,290,11.8962,143.118,10,257,1621017,14910496783.0,0,0.0,0,0.0,1563.0749172634726,91.53440542299589,1380.9633928336757,91.25632052729837,3.4828857302544405,2.0295981419771283,0,0,0,0,0,1,0,0
980,11,10.2553,110.896,5,160,7.94861,112.252,6,221,783725,4560742472.0,0,0.0,0,0.0,2951.490065604209,88.52248706103525,2193.9099740725123,88.83045507168616,1.8245938795578605,0.7538261171125576,0,0,0,0,0,1,0,0
981,11,-10.5931,112.858,2,150,-15.7879,116.473,11,117,9776,452241847.0,1531,280297012.0,131,23439257.0,2518.3643539584828,88.53201909751286,3172.452258049011,91.5500046258186,2.1357303681359228,3.0042174059977773,0,0,0,1,0,0,0,0
982,12,13.4065,-103.424,13,315,17.0,-104.1,0,0,579806,8472073575.0,0,0.0,0,0.0,1338.9591449066256,88.46181720681689,776.6328504158652,88.54320985251795,4.52024287290717,1.4391985963646554,1,0,0,0,0,0,0,0
983,12,-10.1385,65.1819,5,216,-10.0986,57.9316,9,260,1558234,563121255.0,268902,90233314.0,32264,11608464.0,2702.031674268355,91.45650044492488,3181.356429772336,91.397113750067,7.020154962455172,1.2801192848016183,0,0,0,1,0,0,0,0
984,12,-6.14181,129.594,4,225,-7.57427,128.012,6,189,677701,3226365089.0,0,0.0,0,0.0,4417.134755924729,88.59924976545335,4554.485516164826,88.6117142045072,0.41866980454291913,0.37459636716070727,0,0,0,1,0,0,0,0
985,12,-8.47772,70.0283,9,147,-11.9198,64.7809,10,254,1294326,47972786470.0,1294326,47972786470.0,0,0.0,2216.023239111262,91.34783191605531,2409.316923104699,91.42447333705763,2.173380052601244,6.755561848941064,0,0,0,1,0,0,0,0
986,1,-14.9829,43.4923,9,263,-23.3449,47.6898,19,101,1661798,550844528.0,0,0.0,0,0.0,4995.029727696694,88.47264181544823,4170.453668145414,88.63497312305861,1.4356974974109258,0.0001693224512597188,0,0,0,1,0,0,0,0
987,1,-14.0745,70.8124,46,291,-15.4802,55.3256,12,273,2907367,814784736.0,0,0.0,0,0.0,2059.085260801554,88.48727478511961,3377.297136796624,88.43898591406894,6.821992289255172,0.8995138511673945,0,0,0,1,0,0,1,1
988,2,-19.6983,163.927,18,103,-25.4212,175.036,9,177,7329,24000204.0,0,0.0,0,0.0,2699.1285608357693,91.28229537417917,3838.433363941784,91.28347183912399,0.15082712595883757,4.239851267299957,0,0,0,0,1,0,0,0
989,2,-14.1,123.5,4,231,-18.325,119.7,9,239,70589,4206289590.0,25895,1605561507.0,0,0.0,3637.8791842390456,91.53720098972474,3506.2255128179117,91.47511117118088,0.0467082280545946,1.1048442091032555,0,0,0,1,0,0,0,0
990,3,-11.8951,131.096,4,52,-11.099,132.849,6,110,11229,1219966413.0,0,0.0,0,0.0,4477.555134938868,88.45521489259086,4993.664903412025,88.51750979546891,0.04950833794847091,0.023913933386220214,0,0,0,1,0,0,0,0
991,3,-11.6,150.7,14,270,-12.9,141.15,9,250,16734,1402544551.0,91,13812266.0,0,0.0,1210.0444930240571,88.50839478758954,278.6962365167928,89.29459692395176,0.6567805366208761,0.4414171180822113,0,0,0,0,1,0,0,0
992,3,-12.0,148.4,2,270,-12.3283,143.555,7,267,14030,954511111.0,1508,68599628.0,1202,46519342.0,956.9454674728361,88.48377542523666,519.5806624780195,88.98882062164573,1.7500735834935635,0.14194332045223,0,0,0,0,1,0,0,0
993,4,-10.2821,79.3342,14,250,-12.6285,66.2735,12,263,366550,569783765.0,0,0.0,0,0.0,1178.8210016837602,91.32033337961437,2236.3519013918926,91.4477990412518,7.43214299187583,7.576897445682433,0,0,0,1,0,0,0,0
994,4,-13.4925,155.65,5,292,-16.0994,151.318,5,207,2312098,257000000000.0,0,0.0,0,0.0,1741.1644994372723,91.50779395604535,1277.891483195413,91.47043312914,2.393849555033899,1.3038320971053083,0,0,0,0,1,0,0,0
995,5,10.8,56.0907,3,311,12.8451,53.199,5,305,419198,20469989.0,0,0.0,0,0.0,3134.243428270187,88.48006225366937,3046.937886783503,88.52551776914123,2.328593114739025,0.2063311221507798,0,1,0,0,0,0,0,0
996,6,11.8143,115.948,5,274,15.0479,111.45,9,300,1959977,10002017311.0,0,0.0,0,0.0,2384.4388856651076,88.47319613286373,2087.2129990736007,88.47121296709454,0.9788319219728161,0.7750557338733786,0,0,0,0,0,1,0,0
997,6,20.2436,136.735,2,304,21.2933,131.596,6,306,59984355,1520000000000.0,4112958,99892361527.0,0,0.0,785.3512350614063,90.15216606975908,554.043836435073,89.87486583667143,0.6702180896223509,3.1933867792473882,0,0,0,0,0,1,1,1
998,6,16.1941,129.446,3,268,15.8095,125.279,5,288,36704402,827000000000.0,3487368,72180805186.0,0,0.0,975.5644758610301,91.18611466808883,602.7389062153414,88.43923486653617,5.5444426985428406,1.9703398000530237,0,0,0,0,0,1,1,1
999,7,6.06976,138.248,15,277,13.6539,126.405,6,300,44412104,1040000000000.0,3091335,82876075900.0,0,0.0,720.7358473358097,90.05484921745833,536.2465813572982,88.88536582307067,2.3503434231209686,1.6253548135628768,0,0,0,0,0,1,1,1
1000,7,15.9497,-103.922,4,317,18.4278,-108.437,6,332,177856,1675734716.0,0,0.0,0,0.0,1401.5413165520813,91.40623765653201,1228.2291924400663,91.51963124886147,2.3700498859848884,2.487626898118374,1,0,0,0,0,0,0,0
1001,7,10.699,-95.7942,7,304,15.6895,-104.686,11,315,178131,1342115603.0,0,0.0,0,0.0,612.3379805352314,89.00873039355285,865.1580979843799,88.69539172760246,4.983730763882917,2.8747480468343682,1,0,0,0,0,0,0,0
1002,7,28.8126,134.868,2,322,28.0159,140.007,9,310,50117541,1220000000000.0,1097102,34901102227.0,0,0.0,1657.6383089411606,90.18567529342188,1520.4568484781464,89.35748487986042,4.194862189574273,1.1584044245102796,0,0,0,0,0,1,1,1
1003,8,12.0139,143.042,1,66,11.5516,134.019,13,246,23814710,528000000000.0,658118,15537210511.0,0,0.0,566.5148784322746,91.4235196022933,560.7220044725331,90.62391960428921,2.0139353557939716,3.5306749634109638,0,0,0,0,0,1,1,1
1004,8,14.0504,-96.8098,8,277,16.7304,-105.03,11,281,174,18068.0,0,0.0,0,0.0,623.1667116323247,91.52924556912288,878.5236440588834,88.56278365952305,1.6135221543843135,2.1927691867686434,1,0,0,0,0,0,0,0
1005,8,17.7736,141.672,5,289,19.4422,137.194,8,291,9204484,1110000000000.0,38041,14197382873.0,0,0.0,661.6793735321165,89.35050038501281,757.9506841948875,88.94681271212445,4.04587072378408,1.4778365095155157,0,0,0,0,0,1,1,1
1006,8,17.9433,117.948,1,220,19.3793,116.788,7,220,23725273,581000000000.0,0,0.0,0,0.0,2201.148914021606,91.31730547371009,1537.3119984778916,91.3270203266007,2.415057693417698,1.3282378973681614,0,0,0,0,0,1,1,1
1007,8,14.4932,-99.1441,7,270,17.759,-105.711,5,309,1920,24983752.0,0,0.0,0,0.0,876.5697457265592,91.4867557049026,940.8526222279658,88.43754243952876,1.9121743195582366,1.715481086509843,1,0,0,0,0,0,0,0
1008,8,17.8054,136.718,7,256,17.5263,127.505,14,271,19065654,396000000000.0,642420,13850470921.0,0,0.0,540.0206168684995,90.22714397042195,400.71227834652024,91.11749839689399,2.6930903830464006,4.696646781744712,0,0,0,0,0,1,1,1
1009,8,8.4939,145.969,7,31,12.9299,141.044,7,215,35866976,822000000000.0,7962911,180000000000.0,15425,403900966.0,995.3645209768182,91.08358620316459,1133.0716615688214,91.28870134136771,0.7945294217396864,3.1349497046010257,0,0,0,0,0,1,1,1
1010,9,16.9964,-104.851,9,295,23.8556,-113.585,11,325,5010,200214161.0,0,0.0,0,0.0,1516.026793186193,91.34408400864137,1834.87121521743,91.2258441822207,1.8766722730519587,1.5868367521960123,1,0,0,0,0,0,0,0
1012,9,18.2826,-115.528,4,0,17.5485,-111.722,3,16,117317,3119009104.0,262,26026800.0,0,0.0,2653.3957982823495,91.39016313517085,1578.1947270089593,88.44830523447267,0.7571530677960712,1.3875749752961029,1,0,0,0,0,0,0,0
1014,9,14.4009,-101.849,7,286,16.6052,-103.85,5,90,4643725,75677848542.0,1104998,12608649249.0,0,0.0,1167.0989709640492,91.5162313532426,756.6624587728171,88.60222548278533,2.9676792828019676,1.718558565733794,1,0,0,0,0,0,1,1
1016,10,10.8121,116.494,6,56,12.4352,108.008,11,290,4559723,36287503455.0,0,0.0,0,0.0,2336.8044604176225,88.52095344572757,2495.1075528212355,88.57788125347403,0.6651015235473485,0.0,0,0,0,0,0,1,1,1
1017,10,17.1263,88.6,6,0,19.8026,88.2149,3,321,12867252,56679644441.0,0,0.0,0,0.0,651.9383909006688,89.34090245152284,844.8787838035677,88.98236455759684,3.595228207279888,1.46639127753305,0,1,0,0,0,0,1,1
1018,10,12.4999,130.074,1,270,12.6192,126.344,5,273,983953,14098896611.0,0,0.0,0,0.0,847.4165960785664,88.46504051620673,596.9050960744439,89.04699086743742,4.462209204363358,0.9300611447668342,0,0,0,0,0,1,0,0
1019,10,0.188965,148.467,2,338,3.14936,145.958,4,317,149709,1483495911.0,1301,36454386.0,0,0.0,1797.0638177421154,90.69917879606291,2131.730551536019,90.86906156472506,1.8526038324935927,3.9339499875373356,0,0,0,0,0,1,0,0
1021,11,14.3266,153.756,4,302,14.4331,153.35,2,277,655622,6486909841.0,596,16574179.0,0,0.0,1723.2944087970902,88.52632800502691,2412.1459268754174,91.50701792582899,5.7446907170739845,5.759207216172205,0,0,0,0,0,1,0,0
1022,11,8.90219,87.6623,7,289,10.9449,81.1601,5,308,47043546,215000000000.0,15032472,65068030615.0,0,0.0,474.0895853112702,90.6998042403264,483.1395041416291,89.95847543182363,4.994724751099909,1.304045688158585,0,1,0,0,0,0,1,1
1023,11,-14.3962,51.3388,8,309,-15.5675,41.3625,10,228,324302,95462836.0,0,0.0,0,0.0,4156.453234969073,88.46627108161388,4867.058391282279,88.43790223917193,1.1401917798866097,0.7509581365016288,0,0,0,1,0,0,0,0
1024,11,8.50129,85.6513,4,304,9.40093,85.1263,4,284,72242424,323000000000.0,15379075,67078017945.0,1524952,4850041717.0,412.30402540926895,90.21429054786644,765.5008446974198,90.54940840395889,3.9619829283046,3.792193289134532,0,1,0,0,0,0,1,1
1025,12,-5.28449,101.503,10,270,-8.30563,98.4599,3,126,25913,1463248508.0,0,0.0,0,0.0,1523.0302658576768,89.0115766988144,1456.766140433808,88.96317459841428,0.5995057443135929,3.9653764432391574,0,0,0,1,0,0,0,0
1026,12,-16.4582,128.591,8,263,-17.4577,122.343,5,263,54014,2360170378.0,14761,552240104.0,0,0.0,4176.1305898180535,91.48099780829858,3788.4240062302274,91.50648718574834,0.0,0.0,0,0,0,1,0,0,0,0
1027,12,-11.3776,165.417,8,104,-19.1648,172.285,13,122,5350,25978723.0,0,0.0,0,0.0,2809.6703646264405,88.47190281637948,3510.6633033065177,91.44176707411783,0.6023680591274779,2.102701553831156,0,0,0,0,1,0,0,0
1028,1,-11.1691,71.8577,11,273,-12.9046,60.8145,8,243,884291,0.0,0,0.0,0,0.0,1963.9682954818095,91.4710311225853,2817.4148062854993,91.48392332821963,3.766375761027703,3.558093228748792,0,0,0,1,0,0,0,0
1029,1,-15.7299,161.201,3,47,-15.3727,164.939,6,91,763884,2852516001.0,724226,2694962048.0,606344,2229764168.0,2351.7768588248773,91.42143893881718,2735.218320127424,91.55240068788244,2.7215499578345064,1.6645855033737538,0,0,0,0,1,0,0,0
1030,1,-16.2876,151.15,3,95,-15.9087,159.329,14,88,876364,3286428667.0,632230,2331314184.0,96693,393238337.0,1305.2922194512232,91.2522207361075,2133.078495072667,91.52029657596887,1.1458137779944908,3.2826962660905794,0,0,0,0,1,0,0,0
1031,1,-14.7037,145.959,4,78,-16.168,157.8,11,92,157302,633460258.0,46618,190075046.0,0,0.0,725.3504960608254,91.23413918389396,1969.8246016486933,91.50202623030046,0.4492265674746006,2.3008037570355726,0,0,0,0,1,0,0,0
1032,1,-16.2337,125.935,3,198,-17.9036,122.239,7,253,41691,2257083452.0,0,0.0,0,0.0,3893.049015394029,91.48059532299241,3775.5585115213066,91.49376294985095,0.0,0.0,0,0,0,1,0,0,0,0
1033,2,-12.09,156.665,11,187,-13.3776,146.966,10,264,878,123782726.0,0,0.0,0,0.0,1853.6214287801445,88.4520833615278,826.6547247935472,88.62935850960604,2.354426387070943,1.9699455331874114,0,0,0,0,1,0,0,0
1034,2,-11.9695,80.9626,21,269,-14.0444,67.8319,10,234,3300927,1018406659.0,0,0.0,0,0.0,969.1206589182225,91.45866304061107,2049.108043270962,91.51157428994517,9.633959128898617,7.11001668902212,0,0,0,1,0,0,1,1
1035,2,-14.2022,128.754,5,268,-15.7511,120.322,7,260,71,12767072.0,0,0.0,0,0.0,4203.168172132433,91.53911001153566,3583.913168662365,91.5534936994313,0.5307945539811049,1.812781303359565,0,0,0,1,0,0,0,0
1036,2,-18.0117,60.0993,2,100,-17.7879,59.1423,5,315,949894,245930572.0,0,0.0,0,0.0,3223.4510645615273,88.59720259560154,2962.1522275382267,88.52335069556774,1.3313370519237426,1.0280617635166676,0,0,0,1,0,0,0,0
1037,2,-15.8456,41.5819,1,349,-14.9356,46.3859,3,22,334968,515777927.0,0,0.0,0,0.0,5192.7814479556,88.48875642562162,4338.54523402423,91.56495774266254,1.0728004994205536,0.5340514700148293,0,0,0,1,0,0,0,0
1038,2,-11.5147,143.733,7,94,-17.9873,148.338,15,148,139354,11741139147.0,0,0.0,0,0.0,460.4459742040573,88.6590699302313,999.5579659056119,91.23706222907029,0.14394329084053248,0.21476140975511024,0,0,0,0,1,0,0,0
1039,3,-9.36067,117.581,3,0,-13.4727,118.447,12,136,16262,843830481.0,12647,170144705.0,0,0.0,3050.2580692839206,88.55851226114459,3407.1292031056987,88.48292238178712,0.35102526003693885,3.3707174861272438,0,0,0,1,0,0,0,0
1040,3,-16.4885,174.365,7,273,-12.8299,164.73,5,329,676144,2552604558.0,194852,692200724.0,5835,23613204.0,3759.3591262696973,91.45599043789234,2737.6368561561726,88.51103139764459,2.594206914239677,1.8193889293326009,0,0,0,0,1,0,0,0
1041,3,-13.6975,138.5,4,117,-13.3069,138.662,1,238,12906,912492248.0,3251,213211229.0,8,691467.0,175.81587889149,89.26228637708176,186.62986949332935,90.45529028512436,1.5429249638488627,1.7326772941514634,0,0,0,0,1,0,0,0
1042,3,-13.15,151.46,1,317,-13.7566,147.672,5,270,4167,823635697.0,22,8513366.0,0,0.0,1286.995268106779,91.51436500614653,894.5663170720129,88.56771460662684,1.9883631421875638,2.3770747349894212,0,0,0,0,1,0,0,0
1043,4,-10.3326,135.352,9,276,-13.9808,129.548,4,223,161695,13013311734.0,12,6459214.0,0,0.0,517.0723075521911,91.10327549993295,1069.9556586296167,91.47780858613748,1.3672365792564978,0.05655573012524407,0,0,0,0,1,0,0,0
1044,5,15.45,67.4508,7,8,22.4662,68.3419,7,7,1553222,11480291744.0,0,0.0,0,0.0,1905.0669267384278,91.38946000836727,1531.959838024091,91.08309199575437,5.961424796617411,0.6145497190276848,0,1,0,0,0,0,0,0
1045,6,15.8596,-101.129,11,286,14.8225,-112.601,8,209,181882,2750497310.0,0,0.0,0,0.0,1104.8535867932922,91.37042019214978,1711.669927495845,88.61776084022051,1.353863668365468,4.107565705125119,1,0,0,0,0,0,0,0
1046,6,4.92344,154.136,1,290,5.22497,151.681,3,281,38918375,976000000000.0,4026004,97977294228.0,0,0.0,1974.852285684404,91.12061839307925,2532.551719077788,91.09729026184111,0.5630589254154373,1.5908154346802672,0,0,0,0,0,1,1,1
1047,6,18.7326,111.305,8,131,16.2642,111.814,5,241,1452224,37129126126.0,0,0.0,0,0.0,2905.1401790055047,91.35042875808722,2040.329593989915,91.54995148748485,0.7451911036915372,0.2073315420311128,0,0,0,0,0,1,0,0
1048,6,4.7954,155.323,6,269,5.43615,149.619,6,277,49712948,5660000000000.0,19062821,2150000000000.0,1197852,188000000000.0,2099.3455141341815,91.1415338508256,2321.514217826003,91.0621544750638,0.9815725228290643,1.2761852074875337,0,0,0,0,0,1,1,1
1049,6,21.9226,121.762,8,33,28.73,128.165,6,72,44472,4982047655.0,0,0.0,0,0.0,1950.1275294940783,91.05479894452611,1299.8281751380632,90.21047843234501,0.15488683977666026,0.810110516950008,0,0,0,0,0,1,0,0
1050,7,8.2201,136.358,9,54,12.8172,124.591,19,290,10995029,223000000000.0,0,0.0,0,0.0,514.5020528772283,89.6779118838781,751.1656857021079,88.87853710354828,1.053805302852949,0.22411795102801904,0,0,0,0,0,1,1,1
1052,7,8.76741,142.995,9,38,17.7805,145.711,12,10,59424615,1400000000000.0,10050097,198000000000.0,0,0.0,703.8482825872458,90.9056629433496,1586.0649071341097,88.55786576290524,1.5522229431483128,0.19690192144567475,0,0,0,0,0,1,1,1
1054,7,21.8452,147.637,8,232,23.8654,137.069,13,307,2604217,343000000000.0,95536,14048488304.0,0,0.0,1395.4903921942248,89.17785698085389,1027.7800543872922,89.34412090311228,3.0132639333461877,3.57544186278074,0,0,0,0,0,1,1,1
1055,8,18.2951,128.346,8,39,22.8189,131.171,3,228,167435,6403587421.0,0,0.0,0,0.0,1171.4056386149268,91.04632240996914,700.872450042141,89.96295243192868,5.833585326304316,1.6416263609823032,0,0,0,0,0,1,0,0
1056,8,17.4574,110.433,0,0,20.0127,112.548,8,132,22681885,579000000000.0,0,0.0,0,0.0,2981.9391651551578,91.40199077162417,1984.8547787430189,91.34873114114534,1.003372394120949,1.2729699483118186,0,0,0,0,0,1,1,1
1057,8,22.5886,125.881,14,287,27.8728,125.889,5,343,122700448,2980000000000.0,7556446,223000000000.0,0,0.0,1622.291713281,90.88547523459339,1295.1565440377274,90.39631379256242,2.164353423001198,1.5856664128652702,0,0,0,0,0,1,1,1
1058,8,16.1746,148.414,9,279,20.0014,141.068,9,325,27873070,596000000000.0,8855975,172000000000.0,0,0.0,1188.1004679489995,88.74095829767896,1152.2030737501912,88.81593388558154,2.353572666228927,3.8561043935375774,0,0,0,0,0,1,1,1
1059,8,15.6329,141.873,3,287,18.3368,139.711,3,15,15467523,2070000000000.0,3244276,373000000000.0,20383,2549453301.0,524.4282343059099,89.04957232730504,967.8289368758903,88.70299449671641,3.5088922638270015,4.179933103060046,0,0,0,0,0,1,1,1
1060,8,24.5175,120.545,0,0,22.3249,113.673,8,186,83738099,1850000000000.0,190219,5048869608.0,0,0.0,2181.256463186923,90.97558562759389,1920.349143045572,91.21234256389724,0.10343464221430045,0.06971936302174936,0,0,0,0,0,1,1,1
1061,8,23.0182,124.823,5,326,21.1538,124.44,8,89,15774189,2080000000000.0,11644107,1460000000000.0,5470880,636000000000.0,1735.215208456381,90.90578908643501,866.5581334936222,90.8858587589168,1.4430917961023824,2.483288389589904,0,0,0,0,0,1,1,1
1062,8,21.0933,130.764,12,120,22.8417,141.921,13,74,43316140,4850000000000.0,11232,120270870.0,0,0.0,1146.1480847014193,90.70791098802727,1348.9051017527556,88.99404098360496,3.39366520709866,1.4434721354681515,0,0,0,0,0,1,1,1
1063,8,8.17828,147.764,8,298,13.2762,139.37,12,297,30424461,732000000000.0,1242385,35313632837.0,0,0.0,1187.2038335944765,91.13510466490922,949.0674820619381,91.27362040098235,0.154922563847249,3.2039055492484465,0,0,0,0,0,1,1,1
1065,9,27.1776,123.95,9,29,48.2659,126.72,20,26,283733,9883521762.0,0,0.0,0,0.0,2060.874624087933,90.76886942880328,2908.1199690966555,90.12870771001543,1.2752933935640056,0.0,0,0,0,0,0,1,0,0
1066,9,13.09,145.815,5,292,18.6476,131.312,20,311,4015069,751000000000.0,0,0.0,0,0.0,860.5507321558516,88.4682809932953,286.9989670642033,89.85763203402196,0.9883191824977414,5.091272671065248,0,0,0,0,0,1,1,1
1067,9,12.9093,114.904,0,0,16.4439,113.614,9,311,18028630,418000000000.0,0,0.0,0,0.0,2490.0122799081855,91.56515769067168,1847.828832681458,91.53740394834577,1.5462651720701082,0.9001629381156616,0,0,0,0,0,1,1,1
1069,9,3.88367,159.991,26,292,14.8446,140.887,11,296,162808,30970616285.0,0,0.0,0,0.0,2612.8727351410844,91.18828313084333,1074.6963597903418,91.46874077506558,2.424057733449637,3.984783000040516,0,0,0,0,0,1,0,0
1070,9,16.2255,125.208,10,295,18.933,115.953,5,282,8436156,190000000000.0,2805707,62942987363.0,0,0.0,1410.275158942009,91.30528899421908,1616.2088148572414,91.36859009847134,2.309281492082114,1.9291411423286249,0,0,0,0,0,1,1,1
1072,10,2.29855,143.298,16,299,8.19612,130.481,11,291,161743,2508086509.0,0,0.0,0,0.0,1280.02123056898,90.47712691920405,806.9310627663243,89.94369706390684,3.5491235590745513,3.3317312191862074,0,0,0,0,0,1,0,0
1073,10,5.46139,158.789,14,301,11.3482,144.201,13,277,5301739,126000000000.0,2255601,48460487003.0,1028340,20133018173.0,2425.371092405055,91.23411873212146,1511.4932037370327,91.24305776380803,1.4049062862475923,1.937285130773734,0,0,0,0,0,1,1,1
1074,10,10.2883,122.492,12,91,14.3624,123.533,11,298,37200884,309000000000.0,0,0.0,0,0.0,1697.2586503393395,88.5897233912432,807.487558598502,88.63018749595116,0.09354114501116789,0.31104090788512107,0,0,0,0,0,1,1,1
1076,11,12.0585,82.1999,6,80,12.631,84.7096,6,261,33672260,168000000000.0,713146,3915483117.0,0,0.0,287.0040057773695,88.50673747010393,473.6326310683898,90.85260687622828,2.070360501171233,4.411867029786819,0,1,0,0,0,0,1,1
1078,11,5.49028,107.199,11,23,8.79599,112.446,4,57,3173693,23675928309.0,0,0.0,0,0.0,3455.9214053521205,88.66247068895414,2138.5777152895657,88.7948305305306,1.0691292064353115,0.21870066013846604,0,0,0,0,0,1,1,1
1079,11,-8.7725,103.813,5,233,-8.5851,101.027,4,220,11526247,71760150454.0,0,0.0,0,0.0,1590.488804194869,88.7208382119753,1691.755056762245,88.86406111810442,2.4015609760922145,3.3183573629336536,0,0,0,1,0,0,1,1
1080,12,4.34998,90.158,4,45,9.59856,86.0675,12,303,23128896,112000000000.0,0,0.0,0,0.0,1035.0502738661462,90.59236486150267,808.234303379751,90.66881074611561,4.3873176379423455,4.723503366966192,0,1,0,0,0,0,1,1
1081,12,8.42466,114.219,2,167,7.67499,114.406,1,153,996,22254238.0,0,0.0,0,0.0,2626.9557426930924,88.6112312537504,1992.4227814949693,88.88981205514996,0.5007228762678948,0.5791858479495156,0,0,0,0,0,1,0,0
1082,12,-19.6658,39.945,3,247,-23.0153,47.2876,15,91,153868,49348459.0,0,0.0,0,0.0,5345.61790650104,88.56264531023592,4210.2583786448,88.62493505403062,1.7682845605659747,0.0,0,0,0,1,0,0,0,0
1083,1,-15.3168,42.8878,7,209,-21.0996,40.7703,2,197,1322860,424954763.0,0,0.0,0,0.0,5057.166719793286,88.4791800751556,4883.187574371591,88.5571503929712,1.4850353474823415,1.0811664461173394,0,0,0,1,0,0,0,0
1084,1,3.11239,86.6863,7,290,5.62766,82.9991,4,313,1079050,5406952731.0,0,0.0,0,0.0,1010.0549952580163,90.19986864730072,1067.430553210467,90.1642485313155,6.020369530559153,1.557022413494744,0,1,0,0,0,0,0,0
1085,1,-12.0416,130.377,3,191,-14.4179,120.215,15,225,1,756276.0,0,0.0,0,0.0,4398.0403525584725,88.45206464067839,3585.170823466862,88.45179458749838,0.2310112555223207,1.597698059961575,0,0,0,1,0,0,0,0
1086,1,-11.9395,130.373,14,236,-13.2224,128.803,1,0,25142,1680315267.0,0,194649.0,0,0.0,4398.793596839465,88.4545840575164,4522.016065097291,88.47563431234386,0.1361207544204838,1.0501699565632372,0,0,0,1,0,0,0,0
1087,1,-12.4811,144.606,3,120,-13.8339,146.599,4,187,420982,37687322703.0,76660,10119675873.0,15849,2084453678.0,542.8007884463548,91.5706496772166,778.8206895271626,88.57760974133001,0.8902968209563474,1.3982792393956875,0,0,0,0,1,0,0,0
1088,2,-13.5179,158.692,18,131,-20.1807,177.382,14,93,96223,352562537.0,2553,18301680.0,0,0.0,2070.034141334595,91.5164880871997,4045.1937757626356,91.43258719835761,2.328916505332462,1.186257318617252,0,0,0,0,1,0,0,0
1089,2,-15.6605,115.71,10,270,-20.9497,113.319,11,195,13757,1259923549.0,107,15723553.0,0,0.0,2799.4260589254573,91.46713380140807,2852.232499356325,91.35590231488631,3.7148971133128375,1.1386003538647762,0,0,0,1,0,0,0,0
1090,2,-18.1952,42.9561,1,40,-21.3051,42.4989,7,204,93323,29003121.0,0,0.0,0,0.0,5033.884679117193,88.54023672801743,4703.198104189534,88.56662971481336,0.8113435268602318,0.9003448351187436,0,0,0,1,0,0,0,0
1091,3,-16.2735,158.044,4,166,-19.3395,159.762,2,350,86932,297691733.0,28930,91876512.0,0,0.0,2023.8060613398263,91.36790055980208,2203.066559672109,91.35585014329432,2.4590682006379994,0.7678346821452006,0,0,0,0,1,0,0,0
1092,3,-14.945,150.153,3,196,-16.12,151.915,5,107,10175,698106638.0,0,0.0,0,0.0,1168.0988039914591,91.3412292832314,1341.6589854073216,91.47357109521148,0.9221546241124541,1.900436164842682,0,0,0,0,1,0,0,0
1093,3,-11.025,79.4726,9,212,-12.3743,68.9869,11,256,10442832,3070059001.0,4425768,1023094582.0,4438,1601556.0,1145.843505368716,91.38538986747298,1950.8962164778875,91.4154236733048,7.874874131520394,6.008567688996851,0,0,0,1,0,0,1,1
1094,4,-12.0528,168.126,3,113,-14.2772,175.716,14,115,158985,614971380.0,114266,440170433.0,0,0.0,3097.8173764409335,88.44419450938382,3899.823691092418,88.44647262692992,0.7093903851004834,2.157069488395762,0,0,0,0,1,0,0,0
1095,4,-8.05209,155.943,2,177,-11.929,152.583,11,242,197515,17402895465.0,0,0.0,0,0.0,1849.0193391881394,88.69390549242321,1455.0147111381002,88.65184462641325,0.5780565099581308,0.6788704351148268,0,0,0,0,1,0,0,0
1096,5,-7.11267,160.227,1,116,-8.56877,163.295,5,229,400718,3282075754.0,226002,1853532890.0,0,0.0,2331.0563191415367,88.68385807348514,2680.7502678588066,88.6888094367145,0.8513162071480883,0.41244994777184196,0,0,0,0,1,0,0,0
1097,5,12.3968,-107.455,4,167,11.0548,-104.894,8,13,1584247,18777103605.0,0,0.0,0,0.0,1783.8559224646299,88.51511620851994,1114.7520793512447,89.1278353070351,2.728760174010902,4.373722370230754,1,0,0,0,0,0,0,0
