,MONTH,LAT_0hr,LONG_0hr,STORM_SPEED_0hr,STORM_DIR_0hr,LAT_60hr,LONG_60hr,STORM_SPEED_60hr,STORM_DIR_60hr,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,mag_0hr,ang_0hr,mag_60hr,ang_60hr,dist_0hr,dist_60hr,EP,NI,SA,SI,SP,WP,34kn_pop_qz,34kn_asset_qz
2215,6,9.11009,132.238,4,267,13.7226,122.065,16,288,35467330,799000000000.0,4891265,112000000000.0,0,0.0,729.6315261107886,89.00590557472808,976.9967273559032,88.66686660899708,2.6822793246058607,0.054297594983570126,0,0,0,0,0,1,1,1
2216,7,13.5001,-98.5324,9,311,18.8,-105.693,10,308,1799223,29256523527.0,0,0.0,0,0.0,810.2106234510261,88.47061265067438,940.8775141442036,91.46220430485229,2.5657095521079523,0.883552530934067,1,0,0,0,0,0,0,0
2217,7,19.8406,155.545,12,265,19.3319,142.068,12,278,19808722,454000000000.0,2454209,66823762131.0,0,0.0,2019.5017554536043,88.80945087418556,1232.5850261261116,88.73045704233492,4.706677289518368,3.0663411033118697,0,0,0,0,0,1,1,1
2219,7,14.1901,127.459,9,286,19.8206,120.381,12,297,3343067,58377065467.0,0,0.0,0,0.0,1136.2571396622677,91.43627093490772,1183.7468173436628,91.21161211181811,2.757270200377358,1.055965864210585,0,0,0,0,0,1,1,1
2220,7,12.8151,121.396,5,297,15.0681,115.176,6,290,21489813,509000000000.0,1632502,44779871009.0,0,0.0,1787.0570275758116,91.568651628904,1688.3840636550628,88.47986281812638,0.0,2.910163181121816,0,0,0,0,0,1,1,1
2221,8,11.0654,117.541,13,290,19.6318,105.828,11,294,2107940,46045033484.0,0,0.0,0,0.0,2219.967854784123,88.51329527068293,2679.180269576059,91.42178999857452,1.5208159053853338,0.0,0,0,0,0,0,1,0,0
2222,8,12.2127,136.932,7,274,14.3343,126.477,11,284,44740037,1050000000000.0,8255042,206000000000.0,299916,5495126015.0,119.1155719125267,88.96845210426257,501.96465697102246,88.76165870403685,2.858230131720161,2.1128434034430983,0,0,0,0,0,1,1,1
2223,8,22.9788,123.27,6,229,19.8925,127.681,3,150,29763438,665000000000.0,7311118,148000000000.0,0,0.0,1865.5830007315585,90.96134227064914,533.1911677170117,90.67642133409595,1.1703835591057348,5.30317960712788,0,0,0,0,0,1,1,1
2224,8,22.0,87.5,0,0,22.9115,80.0597,2,216,112164987,523000000000.0,0,0.0,0,0.0,1050.2934298105283,89.7326164626715,753.8956668922131,90.17413463374065,0.0,0.0,0,1,0,0,0,0,1,1
2225,8,11.8313,128.881,10,352,20.315,123.411,7,323,1653988,238000000000.0,0,0.0,0,0.0,982.7891129375225,88.53421550469164,911.6148647508362,91.03552809049995,3.106321146936515,1.2990685042645014,0,0,0,0,0,1,0,0
2226,9,17.1525,-105.107,4,285,22.9999,-111.088,6,311,183842,1476898039.0,0,0.0,0,0.0,1545.7065339456233,91.33754362901048,1568.3018056928731,91.22326867414843,1.96588706355223,0.8502876355828007,1,0,0,0,0,0,0,0
2229,9,20.0619,147.435,17,306,25.6494,136.044,14,322,60923329,7090000000000.0,13218584,1560000000000.0,0,0.0,1268.0480302914843,89.08040236593702,1111.1353122058522,89.51699933977106,2.0504782779249466,4.719488388510364,0,0,0,0,0,1,1,1
2230,9,15.2901,-101.665,5,270,19.9224,-104.98,8,322,6199934,114000000000.0,245485,3396798245.0,0,0.0,1153.5813823626854,91.43243092539909,882.5594329463787,91.32001884488778,2.0634982596716704,0.0,1,0,0,0,0,0,1,1
2231,9,17.2584,132.273,3,90,17.2603,129.072,8,261,92721096,2200000000000.0,22562572,610000000000.0,1446881,33252571615.0,762.7262731205728,90.89677598277389,242.6964656254134,90.92268552676323,4.954092131070637,5.733050791199484,0,0,0,0,0,1,1,1
2232,9,14.8264,118.039,5,259,16.8349,113.951,3,305,1611474,32958562646.0,0,0.0,0,0.0,2152.0358100942126,91.46800509608704,1811.672979586913,91.51373873122903,1.923884853095937,1.2230926004015399,0,0,0,0,0,1,0,0
2233,9,10.3351,134.63,7,274,17.43,130.835,8,320,16291993,352000000000.0,2418255,45955279389.0,0,0.0,439.1954801956021,89.07417100542699,160.39990775017662,90.05001952484427,2.245018605102641,6.042428421349806,0,0,0,0,0,1,1,1
2234,10,17.9975,151.532,2,153,15.8332,148.122,9,277,9605996,1180000000000.0,175982,25363313816.0,12930,1284506257.0,1560.152914914705,88.79425905282181,1840.2687728135243,91.56888912016771,5.69359618187776,2.06556240341948,0,0,0,0,0,1,1,1
2235,10,11.9629,96.9677,12,284,14.6287,91.0287,9,305,46037714,221000000000.0,10611925,50098105539.0,3086983,12364340181.0,1319.626178186507,91.54606851285004,1043.428619199882,91.47433246355483,0.5026919605583556,2.1390106164825324,0,1,0,0,0,0,1,1
2236,10,14.1092,131.357,6,291,15.3838,123.909,11,274,70414,754631095.0,0,0.0,0,0.0,719.0631713822435,91.3697278277824,751.7335161153516,88.49794162434584,6.12639415031428,1.2033312559195841,0,0,0,0,0,1,0,0
2237,10,13.9175,148.578,9,257,15.0725,140.247,10,314,1001716,189000000000.0,8194,1220940667.0,7745,1076722215.0,1163.4280337525552,88.53515327595555,1003.657294688426,91.48598359520142,3.0480348200178193,4.664070648115416,0,0,0,0,0,1,0,0
2238,10,15.2601,-109.54,11,305,25.1,-112.0,12,56,13160,509401076.0,0,0.0,0,0.0,1996.0088244788706,91.49260036513726,1718.9500794313542,91.12421545786377,3.7274725963472846,0.0,1,0,0,0,0,0,0,0
2239,10,13.4501,-100.167,8,306,16.4075,-101.908,0,0,1271388,16540384997.0,0,0.0,0,0.0,986.9926414004909,88.46867367499796,559.3489458023827,88.7025994227184,3.2840371175837815,1.198617953174824,1,0,0,0,0,0,0,0
2240,10,13.3934,141.32,22,306,17.0273,127.612,14,283,10475450,70180152789.0,6994874,36869459548.0,139533,1116747524.0,378.187486907026,88.60571364767218,371.5728066739431,91.23255014324036,3.298810117574511,4.427092712658383,0,0,0,0,0,1,1,1
2241,11,7.07524,140.29,14,274,9.26713,127.002,13,281,378299,1532228649.0,0,0.0,0,0.0,665.1597552249833,90.39978879651301,811.155949561118,89.4649505944642,1.0495610994301388,0.7630010907790267,0,0,0,0,0,1,0,0
2242,11,16.15,-107.952,3,343,21.751,-108.869,20,25,103334,2399265940.0,0,0.0,0,0.0,1831.7212022931626,91.43333577670325,1316.9231322989754,91.2563160296647,3.9306332548363048,1.5071298728128906,1,0,0,0,0,0,0,0
2243,11,6.37513,160.967,14,253,6.48045,146.533,13,270,18556830,443000000000.0,5001797,97967407186.0,557436,11483628472.0,2621.9287306584156,91.30019335385555,1970.0514343216748,91.02972991803998,0.3025644281537532,0.9830185860959086,0,0,0,0,0,1,1,1
2244,11,5.9175,66.1926,8,320,8.03237,54.47,10,267,292048,9828509.0,0,0.0,0,0.0,2156.7427877287864,88.75732333225919,3030.428915098974,88.70240917234224,6.463642371093019,3.873510607217309,0,1,0,0,0,0,0,0
2245,11,13.6352,89.4551,13,303,15.4288,83.9037,2,297,27106045,133000000000.0,975784,5124549068.0,0,0.0,521.4846648190422,88.71776464702042,273.7810461955914,91.51744909392424,3.2884714855400548,1.956454981014389,0,1,0,0,0,0,1,1
2246,11,6.97748,103.235,5,202,6.24002,98.735,5,270,4239630,21552694879.0,301723,870561782.0,0,0.0,3843.5744460394476,88.59514335030825,3652.8907972799343,88.71987658107518,1.1484005501574779,0.5123367915151094,0,0,0,0,0,1,1,1
2247,11,-11.0176,113.705,8,136,-14.5825,122.273,12,92,116,35565629.0,0,0.0,0,0.0,2604.0029568168893,88.5107565573713,3803.823324943418,88.44583797466396,2.361270066793715,0.7287587425053561,0,0,0,1,0,0,0,0
2248,12,9.0525,84.2025,2,297,11.0175,84.4787,4,15,130979,608227863.0,0,0.0,0,0.0,349.9568473585314,89.8061959347496,583.2597166261979,90.60231686490779,2.813904655037557,4.001544723273382,0,1,0,0,0,0,0,0
2249,12,-12.0475,123.905,7,243,-14.5,121.445,3,154,50542,3101058051.0,44777,2310789678.0,57,25289424.0,3697.4207182659575,88.45623234324984,3716.0562879578274,88.44861973927756,0.5930424218426554,0.5571139450579282,0,0,0,1,0,0,0,0
2250,12,-8.78751,52.535,1,153,-10.9738,52.8937,5,163,884291,0.0,748062,0.0,361,0.0,4094.9910436572354,91.45916920419631,3701.9665414922797,91.44777955907203,1.5574730551393166,1.89411770231446,0,0,0,1,0,0,0,0
2251,1,7.64252,85.2925,4,284,9.29999,81.7127,2,270,154111,784345685.0,0,0.0,0,0.0,497.73077482732975,90.09920251387197,658.4775694493017,90.05750019287376,3.439066556537688,0.7663831976087434,0,1,0,0,0,0,0,0
2252,1,-16.9875,-176.848,8,187,-18.88,-175.921,2,324,89811,660000493.0,17200,112433086.0,0,0.0,4694.874314448473,88.44344531589135,4750.879441059163,88.44181175090483,1.7029847917573793,1.1730634450915223,0,0,0,0,1,0,0,0
2253,1,-15.8815,43.6723,7,119,-22.77,42.4747,12,205,799883,222199943.0,0,0.0,0,0.0,4969.251331098733,88.49222099494102,4702.572588668489,88.59879494981747,0.5429104538245678,0.8350778843060103,0,0,0,1,0,0,0,0
2254,1,-12.9493,159.683,6,277,-12.8877,155.129,14,213,156392,14942423178.0,0,0.0,0,0.0,2177.607289045244,91.54744353422099,1706.1603817053438,88.55702795450365,1.351469117963853,1.611017782191115,0,0,0,0,1,0,0,0
2255,1,9.67036,142.452,13,266,10.5689,124.966,20,285,1268440,12179502226.0,0,0.0,0,0.0,598.5995903768013,90.97359711685502,848.7861198754096,89.15684418081948,1.9177045705564268,0.0,0,0,0,0,0,1,0,0
2256,1,-13.865,129.395,4,154,-16.1547,134.3,10,113,14891,1544085989.0,0,0.0,0,0.0,4274.5898694233765,91.54814064816816,5069.322211519567,91.55008692623431,0.20357037023102412,0.0,0,0,0,1,0,0,0,0
2257,1,-14.1026,123.385,6,310,-13.92,127.18,12,122,14549,1494986174.0,45,8613536.0,0,0.0,3625.4735719707705,91.53700851299477,4337.831616653321,88.46023139813637,0.1612746854531064,0.0,0,0,0,1,0,0,0,0
2258,2,-18.3486,175.763,16,105,-15.8087,179.11,3,50,72610,547567407.0,0,0.0,0,0.0,3914.3604962492823,91.40989943967344,4247.322144524111,91.54798354856821,1.4751090738060735,0.4065586550548404,0,0,0,0,1,0,0,0
2259,3,-15.4299,169.032,8,311,-16.5938,168.616,10,118,172072,656220405.0,0,0.0,0,0.0,3187.049524097558,91.4708935231207,3123.3315679230777,91.51292394965964,0.8151116811885594,0.23683029033677525,0,0,0,0,1,0,0,0
2260,3,-10.185,40.6975,4,154,-12.7637,42.6463,3,117,756613,1285717579.0,0,0.0,0,0.0,5354.47798544365,91.51420789713883,4770.161400639567,91.51636837606773,0.2996566432118603,1.0562922858229158,0,0,0,1,0,0,0,0
2261,4,-10.5075,158.995,2,27,-11.5175,156.568,3,238,527715,48557013833.0,23365,3075512696.0,64,29821082.0,2122.9146223783773,88.53060788345846,1887.4715626821967,88.62442515442396,1.063027121458803,2.1702479102941266,0,0,0,0,1,0,0,0
2262,6,11.8025,-93.4425,2,27,15.465,-93.985,3,0,69858,1419341212.0,0,0.0,0,0.0,335.60763787454454,89.12541901999847,386.51631022657466,90.87560712590106,2.9043402318208154,0.48578258676593083,1,0,0,0,0,0,0,0
2263,6,19.1478,116.399,9,48,23.5425,116.511,5,358,34169930,702000000000.0,0,0.0,0,0.0,2385.9383317344473,91.28259399753077,1688.8806239765192,91.08109550952435,1.5901317849238155,0.0,0,0,0,0,0,1,1,1
2265,7,8.65186,146.773,10,292,15.6269,137.615,13,304,6515562,834000000000.0,103393,14522532466.0,0,0.0,1066.810534844313,91.13623658817195,717.6539097854906,91.53513089655227,0.5618174011189033,5.033932997195839,0,0,0,0,0,1,1,1
2266,7,7.96004,153.96,7,270,13.6156,145.191,13,273,39458029,922000000000.0,17505626,398000000000.0,6467241,141000000000.0,1832.5003172510794,91.27959141105775,1553.119111280916,91.41446465395204,0.3338231164928531,0.2354916551600187,0,0,0,0,0,1,1,1
2267,7,9.89248,136.723,3,225,10.934,131.88,10,274,22859383,471000000000.0,1710224,37634990485.0,0,0.0,332.1020213654708,89.61899036529229,524.8634407375343,90.19355215564526,1.4040611803942116,4.018312812371394,0,0,0,0,0,1,1,1
2268,7,11.6464,151.236,7,267,14.268,144.105,8,279,45683932,5480000000000.0,22966552,2430000000000.0,0,0.0,1456.4910343625907,91.4861448799129,1426.13619586245,91.45024542191769,2.878401396610623,0.9641724698548618,0,0,0,0,0,1,1,1
2269,7,15.9575,134.205,5,2,21.4119,129.285,13,339,1148143,98389669238.0,0,0.0,0,0.0,517.5422915280935,90.85777814147826,586.7066874386662,90.28557902909381,4.846156200241173,3.5934542842607597,0,0,0,0,0,1,0,0
2271,7,11.4479,-118.62,14,282,14.7225,-127.4,10,282,184822,35083524035.0,0,0.0,0,0.0,3002.0000622404223,88.51465980565476,3277.6074443947828,88.53058889953253,7.897779786757858,13.137384951795887,1,0,0,0,0,0,0,0
2274,9,17.5,-106.418,10,6,21.7925,-110.928,7,335,442925,5722977042.0,8,673816.0,0,0.0,1688.9474022560444,91.33532660539532,1524.3935951866715,91.2971100494316,2.3190794372278405,1.4327659569242233,1,0,0,0,0,0,0,0
2275,9,10.1253,141.7,14,286,14.434,128.167,13,300,35546832,834000000000.0,8354676,194000000000.0,411263,11074853559.0,503.07732109563824,90.96356374802357,329.8523633540279,88.90985368788857,1.214900423480453,3.463930206555696,0,0,0,0,0,1,1,1
2276,9,11.4751,-97.9425,7,286,17.1924,-105.4,7,328,53002,1054545527.0,0,0.0,0,0.0,788.4432862410091,88.75546198842213,911.7598782623178,88.50377555964099,4.383995077252939,2.103198317805529,1,0,0,0,0,0,0,0
2277,9,12.5366,133.815,22,265,18.4793,120.137,2,263,2059790,46059937306.0,0,0.0,0,0.0,441.7329299850572,88.48895337197064,1174.6384292255418,91.33288640190567,4.536574157804215,0.4244811309540162,0,0,0,0,0,1,0,0
2278,9,9.90996,159.01,14,306,16.4551,146.33,13,273,63172460,7200000000000.0,18081006,2090000000000.0,602818,94335271179.0,2323.5834044302346,91.43580906759328,1647.0519422760397,88.46739555366186,1.7974613859351751,0.504326287210977,0,0,0,0,0,1,1,1
2279,10,5.68008,165.168,12,290,10.7997,153.547,12,307,61281417,6850000000000.0,2336680,300000000000.0,0,0.0,3088.894513604964,91.31626757199069,2505.223745074059,91.35058659848184,2.161411940815086,2.3842210572790843,0,0,0,0,0,1,1,1
2280,10,10.6925,96.0075,2,270,13.4537,89.6425,9,294,39571106,213000000000.0,13180056,65956212112.0,5645629,24059557968.0,1229.2061367962299,91.43116922793051,919.1396231315791,91.32142428924512,1.6854745359455896,3.0730190656883303,0,1,0,0,0,0,1,1
2281,10,9.76275,-129.305,12,275,11.6424,-140.408,10,287,247932,47225214494.0,0,0.0,0,0.0,4184.404361083697,88.53459471760608,4725.0323024874615,88.57030104270933,16.879828716824147,16.40496222409322,1,0,0,0,0,0,0,0
2283,11,8.38752,130.88,11,270,10.7569,118.057,16,285,7799612,64477619837.0,0,0.0,0,0.0,897.3082455332999,88.98959698595682,1490.0354058623966,88.80746861400782,3.3157835041149766,0.9244684137778854,0,0,0,0,0,1,1,1
2284,11,2.43749,156.157,8,322,7.05414,141.296,18,300,49266724,431000000000.0,8590914,77626550342.0,687227,7303839625.0,2301.5816985607953,91.05586624867973,1463.2859369815258,90.86705305740787,1.8174334645804764,1.3740816213882607,0,0,0,0,0,1,1,1
2285,12,7.19254,129.76,10,303,9.94372,122.644,6,251,11858021,115000000000.0,0,0.0,0,0.0,1071.39369731445,89.03190800581581,1089.5294107073923,89.05070612316703,3.071531346755236,0.0,0,0,0,0,0,1,1,1
2286,1,8.64515,145.3,12,275,11.3986,135.181,12,280,10435861,93140274440.0,551233,4834886612.0,0,0.0,922.9792298655381,91.06244756786182,655.2382736962998,90.76253866179874,0.5905274311020595,3.3379567398720145,0,0,0,0,0,1,1,1
2287,1,-17.2699,37.9026,8,59,-19.1599,42.2865,6,84,2284524,763749399.0,0,0.0,0,0.0,5573.820066310292,88.51184013979405,4735.587495357887,88.51846327638046,0.0,1.6666019444996483,0,0,0,1,0,0,0,0
2288,1,-16.25,161.402,3,0,-20.6913,162.229,6,176,5864,350508045.0,0,0.0,0,0.0,2378.622855804783,91.39953776848844,2478.0914906121834,91.32204812594829,2.19437466636603,1.5533884696803884,0,0,0,0,1,0,0,0
2289,2,-20.2824,37.9566,11,137,-25.1138,43.3499,9,162,445635,110222313.0,0,0.0,0,0.0,5551.162494867778,88.5692603611057,4615.592612341758,88.6539091007127,2.0473042810652236,0.6810526176625422,0,0,0,1,0,0,0,0
2290,2,-12.4549,144.928,4,224,-11.4787,139.79,3,239,18654,1546917007.0,6049,461694985.0,3022,193489932.0,577.7947351746135,88.43398906147706,360.7329897457685,89.89924910507534,1.1645232130812044,2.063820195153896,0,0,0,0,1,0,0,0
2291,2,-14.8007,153.135,16,76,-19.6067,152.634,14,232,430438,58368020358.0,171614,19967909859.0,101987,9374111477.0,1481.5846285958326,91.40093759395434,1479.3286920908474,91.22829326501561,3.170010139097985,1.8816141629475989,0,0,0,0,1,0,0,0
2292,3,-14.2425,52.0125,5,159,-18.5,49.885,3,197,453119,0.0,0,0.0,0,0.0,4084.890945438063,88.46287217983291,3939.368029749037,88.51900396602599,1.8113276680261368,0.5548552871452144,0,0,0,1,0,0,0,0
2293,3,-8.11936,169.193,6,247,-9.25,170.45,3,168,9650,557193731.0,0,0.0,0,0.0,3269.2205450455913,88.57554726222273,3422.2997553541586,88.60956125781864,2.6500288893025377,2.407333358931615,0,0,0,0,1,0,0,0
2294,3,-12.3882,151.112,4,270,-13.8062,145.903,2,270,43046,5109661480.0,10249,1083037396.0,78,40822678.0,1249.3228462791078,88.43721400655818,705.2076275305415,88.59749983249914,1.2393910038696434,0.9525260995479287,0,0,0,0,1,0,0,0
2295,3,5.97502,161.818,7,285,7.46933,154.096,8,255,80076,1473133600.0,0,0.0,0,0.0,2724.6904541566946,91.29384186580282,2673.7912914247104,91.22329777093753,1.140426799792091,0.6665160685714899,0,0,0,0,0,1,0,0
2296,4,-12.7327,162.598,10,253,-19.35,164.15,14,116,157,0.0,0,0.0,0,0.0,2494.2071520444088,91.55982181719534,2659.794048170198,91.39273353167435,1.8380923784883612,0.3505793542195481,0,0,0,0,1,0,0,0
2297,4,-11.9174,114.733,5,270,-15.375,109.295,4,216,5331,451203302.0,1944,112777248.0,0,0.0,2705.0090154849267,88.47139855350501,2406.8553370197615,91.56174622669569,3.0939691227483186,6.021984816032417,0,0,0,1,0,0,0,0
2298,5,7.62018,143.565,11,288,9.4875,139.209,3,255,1306457,116000000000.0,461460,46825569914.0,38801,4141262691.0,831.4776387278239,90.8338471439909,1120.7201953037725,90.9153121101984,0.36670078345293605,0.5477016607022424,0,0,0,0,0,1,0,0
2299,5,12.0425,-102.445,5,292,12.7075,-104.607,2,172,509233,7885978949.0,554,44292521.0,0,0.0,1250.050986378574,88.58300271583705,986.6093440984666,89.0115834271889,5.391299510036514,5.187855813190743,1,0,0,0,0,0,0,0
2300,6,11.7525,-98.1324,9,306,14.8,-99.9275,2,27,3673802,61472171070.0,0,0.0,0,0.0,799.1682676995908,88.71162458957804,452.8415267339869,89.20315146664929,4.169894706389841,1.9131630254810987,1,0,0,0,0,0,1,1
2302,6,14.9713,112.077,2,298,18.7263,110.658,7,306,6937379,159000000000.0,0,0.0,0,0.0,2792.6609066830597,91.48606433421216,2167.53664617744,91.43051242858445,1.121725310206113,0.12548052606281354,0,0,0,0,0,1,1,1
2303,6,20.0,67.0,1,262,26.0,76.0,35,34,59454614,336000000000.0,2423773,11276789199.0,0,0.0,2064.8188040239643,91.16144032725815,1180.4961813137033,90.47391240735745,2.9576795323403466,0.0,0,1,0,0,0,0,1,1
2304,6,8.7525,160.495,4,33,11.3609,153.223,19,267,23507424,532000000000.0,210259,4699612537.0,0,0.0,2507.119794048243,91.39456821398048,2456.2450154920502,91.3715404415401,1.1183521969487056,2.7518952608040954,0,0,0,0,0,1,1,1
2305,6,-4.03976,163.234,3,256,-6.59103,159.341,6,232,26569,264153544.0,0,0.0,0,0.0,2752.9057533028054,88.77230748505882,2344.637287551143,88.82494081072625,3.778617292599653,1.0828427449750033,0,0,0,0,1,0,0,0
2306,7,8.4025,171.75,2,330,11.1345,163.051,14,267,14805173,2070000000000.0,123982,27478612996.0,0,0.0,3729.7190538449095,91.44227352111706,3508.267809035261,91.42461998429329,0.5580148476608967,0.7121695188942011,0,0,0,0,0,1,1,1
2307,7,22.0,90.8,3,270,21.25,90.6813,4,110,14983166,49740445594.0,0,0.0,0,0.0,1192.8294869975975,89.4501797366999,1139.1928256485758,88.97648354212909,0.04892480314474855,0.5934651681168788,0,1,0,0,0,0,1,1
2308,7,13.5532,161.401,15,285,14.0988,151.481,13,282,26880418,564000000000.0,4082494,83363318005.0,0,0.0,2546.8505748090756,88.46207474187074,2216.574969387619,91.48508472971719,2.048066553119055,5.285353672443312,0,0,0,0,0,1,1,1
2309,8,12.2051,150.683,6,279,15.2905,143.901,7,308,18056065,2330000000000.0,12004887,1530000000000.0,4682060,602000000000.0,1391.233049953057,91.52594402941631,1392.3015984346807,91.5265125730014,3.263180509945624,1.6862491487633051,0,0,0,0,0,1,1,1
2312,9,13.6125,148.102,3,343,16.9076,138.753,8,293,32499157,697000000000.0,8732252,189000000000.0,0,0.0,1109.9702735774292,88.51048761595614,842.8865717720503,88.56128963145947,2.7775052253866286,4.411346787507983,0,0,0,0,0,1,1,1
2313,9,12.89,-102.907,4,334,16.4,-102.0,3,136,463171,6014192546.0,0,0.0,0,0.0,1287.520059447447,88.50661950769262,569.0077690362938,88.69931882402571,4.745708851590877,1.24024198308435,1,0,0,0,0,0,0,0
2315,9,11.9726,129.762,11,281,17.4081,117.148,13,301,50063724,1160000000000.0,19129449,447000000000.0,4139582,89761053678.0,885.8201688748076,88.52830981058639,1474.2367097854278,91.4592348560056,3.9854485906488595,2.8489744667723915,0,0,0,0,0,1,1,1
2316,10,14.1612,149.747,18,285,15.5046,133.223,9,265,47240917,383000000000.0,10485641,119000000000.0,2604107,33752145285.0,1291.1860810820158,88.54508937241006,250.06423205014917,91.41557594942803,4.070269293624337,5.691187560003265,0,0,0,0,0,1,1,1
2317,10,13.35,-94.0825,2,243,15.4923,-104.595,9,312,12359952,232000000000.0,5782039,96192413191.0,508252,15412429257.0,332.3916195162148,88.57943225521538,861.559824181602,88.72178693405098,2.1302657821905684,3.0218992590055014,1,0,0,0,0,0,1,1
2318,10,10.89,65.005,4,334,14.2288,61.4712,7,266,14670,409198.0,0,0.0,0,0.0,2164.561742228258,88.49834189473685,2140.5227870995514,88.49631573057138,7.092112478813071,5.992485346396106,0,1,0,0,0,0,0,0
2319,11,13.9851,66.6499,5,270,12.7674,59.6362,8,263,226629,6596252.0,40110,1131492.0,0,0.0,1976.5886143718203,91.47636913125503,2359.1187908861516,88.55732785661952,6.0235581184055995,5.0983197549367185,0,1,0,0,0,0,0,0
2320,12,7.11767,144.557,13,274,11.3356,131.76,12,286,51335904,459000000000.0,18618400,181000000000.0,4607241,46020285078.0,949.6803327641167,90.86749618702751,480.7472768010914,90.18476177566292,0.15647854687463864,4.391826156357755,0,0,0,0,0,1,1,1
2321,12,-15.6,135.7,0,0,-12.5,131.2,7,26,101503,7203549331.0,0,0.0,0,0.0,534.1087324636051,89.10310515511075,925.4710735229024,91.28708992185562,0.0,0.0,0,0,0,0,1,0,0,0
